customer_id,churn_probability
CUST01285,0.995
CUST01286,0.9999
CUST01287,0.9707
CUST01288,0.0608
CUST01289,0.9652
CUST01290,0.9826
CUST01291,0.9895
CUST01292,0.9989
CUST01293,0.0463
CUST01294,0.9369
CUST01295,0.993
CUST01296,0.9634
CUST01297,0.9674
CUST01298,0.9943
CUST01299,0.9989
CUST01300,0.9983
CUST01301,0.0262
CUST01302,0.9983
CUST01303,0.0493
CUST01304,0.0311
CUST01305,0.9527
CUST01306,0.9283
CUST01307,0.0141
CUST01308,0.9648
CUST01309,0.9866
CUST01310,0.9895
CUST01311,0.9983
CUST01312,0.9987
CUST01313,0.9862
CUST01314,0.0253
CUST01315,0.9923
CUST01316,0.0395
CUST01317,0.9826
CUST01318,0.9963
CUST01319,0.036
CUST01320,0.9852
CUST01321,0.0335
CUST01322,0.9717
CUST01323,0.9433
CUST01324,0.9999
CUST01325,0.0881
CUST01326,0.9927
CUST01327,0.9809
CUST01328,0.9884
CUST01329,0.9999
CUST01330,0.0419
CUST01331,0.0302
CUST01332,0.9667
CUST01333,0.0285
CUST01334,0.9334
CUST01335,0.9375
CUST01336,0.9613
CUST01337,0.0273
CUST01338,0.9879
CUST01339,0.992
CUST01340,0.0256
CUST01341,0.9456
CUST01342,0.8951
CUST01343,0.9217
CUST01344,0.9729
CUST01345,0.034
CUST01346,0.936
CUST01347,0.0421
CUST01348,0.043
CUST01349,0.9855
CUST01350,0.9998
CUST01351,0.9998
CUST01352,0.0471
CUST01353,0.955
CUST01354,0.9214
CUST01355,0.0353
CUST01356,0.9887
CUST01357,0.0346
CUST01358,0.9895
CUST01359,0.901
CUST01360,0.9329
CUST01361,0.9461
CUST01362,0.0358
CUST01363,0.056
CUST01364,0.0399
CUST01365,0.9983
CUST01366,0.0369
CUST01367,0.0231
CUST01368,0.0316
CUST01369,0.9744
CUST01370,0.995
CUST01371,0.9511
CUST01372,0.9702
CUST01373,0.9766
CUST01374,0.0464
CUST01375,0.0233
CUST01376,0.9845
CUST01377,0.9989
CUST01378,0.0166
CUST01379,0.9881
CUST01380,0.988
CUST01381,0.9858
CUST01382,0.9524
CUST01383,0.9297
CUST01384,0.982
CUST01385,0.0181
CUST01386,0.0396
CUST01387,0.9788
CUST01388,0.9269
CUST01389,0.0451
CUST01390,0.9438
CUST01391,0.9855
CUST01392,0.9919
CUST01393,0.979
CUST01394,0.0493
CUST01395,0.9863
CUST01396,0.9739
CUST01397,0.9656
CUST01398,0.9705
CUST01399,0.058
CUST01400,0.9734
CUST01401,0.9946
CUST01402,0.9347
CUST01403,0.9711
CUST01404,0.9901
CUST01405,0.0334
CUST01406,0.9529
CUST01407,0.9492
CUST01408,0.0174
CUST01409,0.9714
CUST01410,0.9924
CUST01411,0.9999
CUST01412,0.0223
CUST01413,0.9923
CUST01414,0.9788
CUST01415,0.9918
CUST01416,0.0181
CUST01417,0.9982
CUST01418,0.021
CUST01419,0.0309
CUST01420,0.965
CUST01421,0.9996
CUST01422,0.9759
CUST01423,0.9957
CUST01424,0.0291
CUST01425,0.9967
CUST01426,0.0435
CUST01427,0.9952
CUST01428,0.0531
CUST01429,0.978
CUST01430,0.025
CUST01431,0.9891
CUST01432,0.0267
CUST01433,0.9979
CUST01434,0.9932
CUST01435,0.0392
CUST01436,0.9848
CUST01437,0.9455
CUST01438,0.0309
CUST01439,0.0723
CUST01440,0.0645
CUST01441,1.0
CUST01442,0.0328
CUST01443,0.9186
CUST01444,0.9802
CUST01445,0.9736
CUST01446,0.0777
CUST01447,0.9742
CUST01448,0.9926
CUST01449,0.9902
CUST01450,0.0264
CUST01451,0.9924
CUST01452,0.9511
CUST01453,0.0889
CUST01454,0.9983
CUST01455,0.9918
CUST01456,0.0704
CUST01457,0.0281
CUST01458,0.9811
CUST01459,0.9705
CUST01460,0.988
CUST01461,0.9608
CUST01462,0.0286
CUST01463,0.9486
CUST01464,0.9832
CUST01465,0.9932
CUST01466,0.9115
CUST01467,0.9735
CUST01468,0.0289
CUST01469,0.0423
CUST01470,0.9888
CUST01471,0.04
CUST01472,0.9736
CUST01473,0.995
CUST01474,0.0172
CUST01475,0.9823
CUST01476,0.9417
CUST01477,0.9856
CUST01478,0.9847
CUST01479,0.0272
CUST01480,0.9781
CUST01481,0.0356
CUST01482,0.9775
CUST01483,0.9633
CUST01484,0.9488
CUST01485,1.0
CUST01486,0.995
CUST01487,0.8949
CUST01488,0.9897
CUST01489,0.9695
CUST01490,0.0309
CUST01491,0.9999
CUST01492,0.0481
CUST01493,0.046
CUST01494,0.9751
CUST01495,0.9554
CUST01496,0.9898
CUST01497,0.978
CUST01498,0.9577
CUST01499,0.0301
CUST01500,0.9697
CUST01501,0.9847
CUST01502,0.9872
CUST01503,0.9903
CUST01504,0.935
CUST01505,0.9947
CUST01506,0.9862
CUST01507,0.9916
CUST01508,0.9914
CUST01509,0.0368
CUST01510,0.9916
CUST01511,0.9515
CUST01512,0.9994
CUST01513,0.0116
CUST01514,0.9876
CUST01515,0.0406
CUST01516,0.0324
CUST01517,0.9627
CUST01518,0.9714
CUST01519,0.0235
CUST01520,0.9853
CUST01521,0.994
CUST01522,0.9808
CUST01523,0.9692
CUST01524,0.982
CUST01525,0.0432
CUST01526,0.091
CUST01527,0.9886
CUST01528,0.0165
CUST01529,0.0323
CUST01530,0.0965
CUST01531,0.9802
CUST01532,0.0388
CUST01533,0.969
CUST01534,0.9652
CUST01535,0.0471
CUST01536,0.0523
CUST01537,0.9393
CUST01538,0.0363
CUST01539,0.9907
CUST01540,0.9585
CUST01541,0.024
CUST01542,0.9822
CUST01543,0.9948
CUST01544,0.9755
CUST01545,0.9703
CUST01546,0.0238
CUST01547,0.9911
CUST01548,0.9864
CUST01549,0.9381
CUST01550,0.0281
CUST01551,0.0709
CUST01552,0.9724
CUST01553,0.9523
CUST01554,0.9956
CUST01555,0.9788
CUST01556,0.9873
CUST01557,0.0512
CUST01558,0.9763
CUST01559,0.9583
CUST01560,0.0416
CUST01561,0.9578
CUST01562,0.988
CUST01563,0.9983
CUST01564,0.9862
CUST01565,0.9891
CUST01566,0.981
CUST01567,0.9999
CUST01568,0.9441
CUST01569,0.9711
CUST01570,0.9906
CUST01571,0.9708
CUST01572,0.9999
CUST01573,0.9925
CUST01574,0.9998
CUST01575,0.9891
CUST01576,0.9937
CUST01577,0.0818
CUST01578,0.9249
CUST01579,0.9523
CUST01580,0.0293
CUST01581,0.9629
CUST01582,0.983
CUST01583,0.9988
CUST01584,0.985
CUST01585,0.0359
CUST01586,0.9271
CUST01587,0.9961
CUST01588,0.0385
CUST01589,0.9707
CUST01590,0.9878
CUST01591,0.9961
CUST01592,0.0609
CUST01593,0.0204
CUST01594,0.9805
CUST01595,0.9931
CUST01596,1.0
CUST01597,0.9981
CUST01598,0.026
CUST01599,0.9069
CUST01600,0.9856
CUST01601,0.0436
CUST01602,0.0647
CUST01603,0.025
CUST01604,0.9538
CUST01605,0.9299
CUST01606,0.9736
CUST01607,1.0
CUST01608,0.0341
CUST01609,0.9975
CUST01610,0.0463
CUST01611,0.9814
CUST01612,0.9777
CUST01613,0.928
CUST01614,0.0387
CUST01615,0.058
CUST01616,0.9284
CUST01617,0.9996
CUST01618,0.9605
CUST01619,0.943
CUST01620,0.0282
CUST01621,0.9763
CUST01622,0.0235
CUST01623,0.9805
CUST01624,0.9649
CUST01625,1.0
CUST01626,0.9998
CUST01627,0.9819
CUST01628,0.9584
CUST01629,0.9972
CUST01630,0.974
CUST01631,0.0342
CUST01632,0.0482
CUST01633,0.9894
CUST01634,0.9037
CUST01635,0.0638
CUST01636,0.9897
CUST01637,0.9909
CUST01638,0.9747
CUST01639,0.9207
CUST01640,0.9631
CUST01641,0.9968
CUST01642,0.9557
CUST01643,0.9904
CUST01644,0.9978
CUST01645,0.9896
CUST01646,0.9804
CUST01647,0.9573
CUST01648,0.9563
CUST01649,0.9951
CUST01650,0.9743
CUST01651,0.0516
CUST01652,0.0661
CUST01653,0.9551
CUST01654,0.9905
CUST01655,0.9205
CUST01656,0.9702
CUST01657,0.0548
CUST01658,0.9257
CUST01659,0.922
CUST01660,0.9324
CUST01661,0.9996
CUST01662,0.995
CUST01663,0.0513
CUST01664,0.9684
CUST01665,0.0289
CUST01666,0.9999
CUST01667,0.9812
CUST01668,0.9927
CUST01669,0.9855
CUST01670,1.0
CUST01671,0.0348
CUST01672,0.9634
CUST01673,0.9523
CUST01674,0.9747
CUST01675,0.0509
CUST01676,0.0816
CUST01677,0.0488
CUST01678,0.9835
CUST01679,0.9851
CUST01680,0.0322
CUST01681,0.0457
CUST01682,0.9875
CUST01683,0.9837
CUST01684,0.98
CUST01685,0.0185
CUST01686,0.9996
CUST01687,1.0
CUST01688,0.0279
CUST01689,0.9719
CUST01690,0.0361
CUST01691,0.0578
CUST01692,0.9888
CUST01693,0.0266
CUST01694,0.9538
CUST01695,0.9926
CUST01696,0.0292
CUST01697,0.997
CUST01698,0.0654
CUST01699,0.9859
CUST01700,0.9879
CUST01701,1.0
CUST01702,0.9726
CUST01703,0.9829
CUST01704,0.9889
CUST01705,0.9584
CUST01706,0.9821
CUST01707,0.0779
CUST01708,0.9922
CUST01709,0.9772
CUST01710,0.9597
CUST01711,0.0733
CUST01712,0.0456
CUST01713,0.963
CUST01714,0.9837
CUST01715,0.9859
CUST01716,1.0
CUST01717,0.0201
CUST01718,0.0503
CUST01719,0.0301
CUST01720,0.9995
CUST01721,0.9077
CUST01722,0.9327
CUST01723,0.9896
CUST01724,0.956
CUST01725,0.0297
CUST01726,0.9725
CUST01727,0.9636
CUST01728,0.9952
CUST01729,0.9523
CUST01730,0.07
CUST01731,0.9941
CUST01732,0.9381
CUST01733,0.0282
CUST01734,0.9805
CUST01735,0.0194
CUST01736,0.9975
CUST01737,0.9977
CUST01738,0.9573
CUST01739,0.9459
CUST01740,0.9448
CUST01741,0.9404
CUST01742,0.9903
CUST01743,1.0
CUST01744,0.9805
CUST01745,1.0
CUST01746,0.0519
CUST01747,0.9898
CUST01748,0.0417
CUST01749,0.0752
CUST01750,0.9878
CUST01751,0.0206
CUST01752,0.9578
CUST01753,0.9695
CUST01754,0.0363
CUST01755,0.0598
CUST01756,0.9535
CUST01757,0.0672
CUST01758,0.9886
CUST01759,0.9102
CUST01760,1.0
CUST01761,0.022
CUST01762,0.9523
CUST01763,0.0359
CUST01764,0.0312
CUST01765,0.9896
CUST01766,0.9419
CUST01767,0.9939
CUST01768,0.9983
CUST01769,0.0569
CUST01770,0.9669
CUST01771,0.9959
CUST01772,0.0849
CUST01773,0.984
CUST01774,0.9851
CUST01775,0.0715
CUST01776,0.0457
CUST01777,0.9444
CUST01778,0.9422
CUST01779,0.9744
CUST01780,0.0506
CUST01781,0.0888
CUST01782,0.992
CUST01783,0.9918
CUST01784,0.9894
CUST01785,0.9509
CUST01786,0.984
CUST01787,0.047
CUST01788,0.9713
CUST01789,0.9999
CUST01790,0.9897
CUST01791,0.9817
CUST01792,0.0276
CUST01793,0.9993
CUST01794,0.0368
CUST01795,0.0247
CUST01796,0.9863
CUST01797,0.0397
CUST01798,1.0
CUST01799,0.025
CUST01800,0.0527
CUST01801,0.9928
CUST01802,0.0446
CUST01803,0.9781
CUST01804,0.9882
CUST01805,0.9316
CUST01806,0.0475
CUST01807,0.9942
CUST01808,0.9877
CUST01809,0.9916
CUST01810,0.9875
CUST01811,0.9956
CUST01812,0.9845
CUST01813,0.9982
CUST01814,0.967
CUST01815,0.994
CUST01816,0.9882
CUST01817,0.0409
CUST01818,0.9982
CUST01819,0.0341
CUST01820,0.9886
CUST01821,0.9999
CUST01822,0.9631
CUST01823,0.0398
CUST01824,0.9922
CUST01825,0.9995
CUST01826,0.9747
CUST01827,0.9844
CUST01828,0.0198
CUST01829,0.9812
CUST01830,0.0381
CUST01831,0.0506
CUST01832,0.9199
CUST01833,0.9863
CUST01834,0.0359
CUST01835,0.9846
CUST01836,0.9969
CUST01837,0.0391
CUST01838,0.0402
CUST01839,0.99
CUST01840,0.969
CUST01841,0.0376
CUST01842,0.9936
CUST01843,0.9644
CUST01844,0.0458
CUST01845,0.0455
CUST01846,0.9851
CUST01847,0.0578
CUST01848,0.991
CUST01849,0.9989
CUST01850,0.0218
CUST01851,0.9597
CUST01852,0.9528
CUST01853,0.0287
CUST01854,0.0225
CUST01855,0.0578
CUST01856,0.989
CUST01857,0.0421
CUST01858,0.9836
CUST01859,0.0193
CUST01860,0.9996
CUST01861,0.9961
CUST01862,0.9691
CUST01863,0.0518
CUST01864,0.9729
CUST01865,0.9665
CUST01866,0.99
CUST01867,0.9743
CUST01868,0.0403
CUST01869,0.0403
CUST01870,0.9903
CUST01871,0.9984
CUST01872,0.9918
CUST01873,0.04
CUST01874,0.9839
CUST01875,0.0375
CUST01876,0.9723
CUST01877,0.0415
CUST01878,0.0279
CUST01879,0.9876
CUST01880,0.9946
CUST01881,0.9864
CUST01882,0.9837
CUST01883,0.9678
CUST01884,0.9917
CUST01885,0.9851
CUST01886,0.9671
CUST01887,0.9904
CUST01888,0.9659
CUST01889,0.9893
CUST01890,0.9951
CUST01891,0.9824
CUST01892,0.0388
CUST01893,0.9886
CUST01894,0.0376
CUST01895,0.0357
CUST01896,0.0676
CUST01897,0.0245
CUST01898,0.0425
CUST01899,0.0272
CUST01900,0.9791
CUST01901,0.9884
CUST01902,0.0288
CUST01903,0.9688
CUST01904,0.9882
CUST01905,0.979
CUST01906,0.9814
CUST01907,0.9815
CUST01908,0.9985
CUST01909,0.9652
CUST01910,0.961
CUST01911,0.996
CUST01912,0.9886
CUST01913,0.0371
CUST01914,1.0
CUST01915,0.9638
CUST01916,0.992
CUST01917,0.9989
CUST01918,0.0641
CUST01919,0.9452
CUST01920,0.9557
CUST01921,0.9983
CUST01922,0.0268
CUST01923,0.0367
CUST01924,0.0334
CUST01925,0.997
CUST01926,0.0258
CUST01927,0.9904
CUST01928,1.0
CUST01929,0.9902
CUST01930,0.0262
CUST01931,0.0631
CUST01932,0.9763
CUST01933,0.992
CUST01934,0.9874
CUST01935,0.9578
CUST01936,0.0401
CUST01937,0.069
CUST01938,0.938
CUST01939,0.986
CUST01940,0.9981
CUST01941,0.9748
CUST01942,0.9881
CUST01943,0.0706
CUST01944,0.9969
CUST01945,0.0193
CUST01946,0.9906
CUST01947,0.9929
CUST01948,0.0438
CUST01949,0.9901
CUST01950,0.0272
CUST01951,0.9881
CUST01952,0.9563
CUST01953,0.9579
CUST01954,0.9968
CUST01955,1.0
CUST01956,0.0564
CUST01957,0.9904
CUST01958,0.0494
CUST01959,0.9906
CUST01960,0.9714
CUST01961,0.9412
CUST01962,0.9578
CUST01963,0.9612
CUST01964,0.9497
CUST01965,0.9552
CUST01966,0.9882
CUST01967,0.9872
CUST01968,0.9798
CUST01969,0.9991
CUST01970,0.9996
CUST01971,0.9889
CUST01972,0.9658
CUST01973,0.9857
CUST01974,0.9617
CUST01975,0.0287
CUST01976,0.0301
CUST01977,0.0409
CUST01978,0.9512
CUST01979,0.9485
CUST01980,0.0569
CUST01981,0.0888
CUST01982,0.0311
CUST01983,0.9899
CUST01984,0.0487
CUST01985,0.9882
CUST01986,0.9672
CUST01987,0.9616
CUST01988,0.0448
CUST01989,0.0285
CUST01990,0.0327
CUST01991,0.9983
CUST01992,0.964
CUST01993,0.9906
CUST01994,0.0533
CUST01995,0.9992
CUST01996,0.0169
CUST01997,0.9744
CUST01998,0.9896
CUST01999,0.0546
CUST02000,0.961
CUST02001,0.9996
CUST02002,1.0
CUST02003,0.0482
CUST02004,0.0223
CUST02005,0.8893
CUST02006,0.9753
CUST02007,0.1024
CUST02008,0.0307
CUST02009,0.9686
CUST02010,0.9559
CUST02011,0.0656
CUST02012,0.9998
CUST02013,0.0832
CUST02014,0.986
CUST02015,0.0323
CUST02016,0.9441
CUST02017,0.9737
CUST02018,0.0626
CUST02019,0.9621
CUST02020,0.983
CUST02021,0.9359
CUST02022,0.977
CUST02023,0.9704
CUST02024,0.9321
CUST02025,0.958
CUST02026,0.9142
CUST02027,0.022
CUST02028,0.9742
CUST02029,0.0492
CUST02030,0.8619
CUST02031,0.041
CUST02032,0.9856
CUST02033,0.0322
CUST02034,0.0229
CUST02035,0.0656
CUST02036,0.9807
CUST02037,0.0275
CUST02038,0.9698
CUST02039,0.0437
CUST02040,0.9617
CUST02041,0.9541
CUST02042,0.0463
CUST02043,0.0498
CUST02044,0.9666
CUST02045,0.0254
CUST02046,0.9758
CUST02047,0.9894
CUST02048,0.0183
CUST02049,0.9753
CUST02050,0.9661
CUST02051,0.9747
CUST02052,0.0558
CUST02053,0.9858
CUST02054,0.9055
CUST02055,0.0383
CUST02056,0.9835
CUST02057,1.0
CUST02058,0.9527
CUST02059,0.9609
CUST02060,0.9483
CUST02061,0.9838
CUST02062,0.0443
CUST02063,0.987
CUST02064,0.9124
CUST02065,0.9557
CUST02066,0.0587
CUST02067,0.0195
CUST02068,0.9876
CUST02069,0.0336
CUST02070,0.9911
CUST02071,0.949
CUST02072,0.9789
CUST02073,0.0279
CUST02074,0.0227
CUST02075,0.9292
CUST02076,0.9891
CUST02077,0.9336
CUST02078,0.9843
CUST02079,0.9645
CUST02080,0.9842
CUST02081,0.9906
CUST02082,0.9922
CUST02083,0.951
CUST02084,0.1075
CUST02085,0.0319
CUST02086,0.9885
CUST02087,0.0168
CUST02088,0.0605
CUST02089,0.0609
CUST02090,0.9894
CUST02091,0.988
CUST02092,0.9922
CUST02093,0.9839
CUST02094,0.9783
CUST02095,0.037
CUST02096,0.99
CUST02097,0.9725
CUST02098,0.0309
CUST02099,0.9815
CUST02100,0.9765
CUST02101,0.9853
CUST02102,0.9641
CUST02103,0.0375
CUST02104,0.9461
CUST02105,0.0439
CUST02106,0.9533
CUST02107,0.0314
CUST02108,0.9852
CUST02109,0.0252
CUST02110,0.9973
CUST02111,0.9717
CUST02112,0.0351
CUST02113,0.0595
CUST02114,0.94
CUST02115,0.025
CUST02116,0.0802
CUST02117,0.9823
CUST02118,0.9735
CUST02119,0.9704
CUST02120,0.0405
CUST02121,0.9907
CUST02122,0.9382
CUST02123,0.9705
CUST02124,0.9999
CUST02125,0.0237
CUST02126,0.999
CUST02127,0.9731
CUST02128,0.9819
CUST02129,0.0313
CUST02130,0.081
CUST02131,0.0344
CUST02132,0.9891
CUST02133,0.9674
CUST02134,0.9787
CUST02135,0.9308
CUST02136,0.0262
CUST02137,0.9857
CUST02138,1.0
CUST02139,0.0236
CUST02140,0.0661
CUST02141,0.9915
CUST02142,0.9522
CUST02143,0.982
CUST02144,0.9886
CUST02145,0.9861
CUST02146,0.9888
CUST02147,0.9358
CUST02148,0.9916
CUST02149,0.9614
CUST02150,0.0583
CUST02151,0.036
CUST02152,0.9857
CUST02153,0.9704
CUST02154,1.0
CUST02155,0.038
CUST02156,0.9866
CUST02157,0.0303
CUST02158,0.0335
CUST02159,0.9718
CUST02160,0.9899
CUST02161,0.9706
CUST02162,0.9994
CUST02163,0.9893
CUST02164,0.0237
CUST02165,0.0565
CUST02166,0.9767
CUST02167,0.9999
CUST02168,0.9633
CUST02169,0.0285
CUST02170,0.9871
CUST02171,0.9382
CUST02172,0.0493
CUST02173,0.9646
CUST02174,0.0611
CUST02175,0.9832
CUST02176,0.9861
CUST02177,0.9744
CUST02178,0.0348
CUST02179,0.0511
CUST02180,0.0875
CUST02181,0.9789
CUST02182,0.9322
CUST02183,0.0337
CUST02184,0.0422
CUST02185,0.0802
CUST02186,0.9566
CUST02187,0.0473
CUST02188,0.995
CUST02189,0.0714
CUST02190,0.9433
CUST02191,0.9729
CUST02192,0.0732
CUST02193,0.9979
CUST02194,0.0469
CUST02195,0.0592
CUST02196,0.9547
CUST02197,0.9916
CUST02198,0.9623
CUST02199,0.9372
CUST02200,0.9918
CUST02201,0.9446
CUST02202,0.9876
CUST02203,0.9768
CUST02204,0.9765
CUST02205,0.9756
CUST02206,0.9739
CUST02207,0.9831
CUST02208,0.988
CUST02209,0.9734
CUST02210,0.0519
CUST02211,0.0248
CUST02212,0.9639
CUST02213,0.9785
CUST02214,0.0328
CUST02215,0.9946
CUST02216,0.9848
CUST02217,0.9979
CUST02218,0.9667
CUST02219,0.9601
CUST02220,0.9773
CUST02221,0.0477
CUST02222,0.0614
CUST02223,0.989
CUST02224,0.9939
CUST02225,0.073
CUST02226,0.9764
CUST02227,0.9829
CUST02228,0.9872
CUST02229,0.984
CUST02230,0.9889
CUST02231,0.9999
CUST02232,1.0
CUST02233,0.026
CUST02234,0.9901
CUST02235,0.044
CUST02236,0.0409
CUST02237,0.9696
CUST02238,0.9678
CUST02239,0.9839
CUST02240,0.9907
CUST02241,0.0405
CUST02242,0.9987
CUST02243,0.0296
CUST02244,0.9978
CUST02245,0.9888
CUST02246,0.9919
CUST02247,0.9999
CUST02248,0.0726
CUST02249,0.0547
CUST02250,0.98
CUST02251,0.9996
CUST02252,0.9075
CUST02253,0.0466
CUST02254,0.0287
CUST02255,0.0306
CUST02256,0.9863
CUST02257,0.0492
CUST02258,0.9942
CUST02259,0.9976
CUST02260,0.9747
CUST02261,0.044
CUST02262,0.0353
CUST02263,0.0494
CUST02264,0.9849
CUST02265,0.9915
CUST02266,0.9796
CUST02267,1.0
CUST02268,0.9876
CUST02269,0.9171
CUST02270,0.9739
CUST02271,0.922
CUST02272,0.9741
CUST02273,0.9943
CUST02274,0.9999
CUST02275,0.063
CUST02276,0.0352
CUST02277,0.0202
CUST02278,0.9949
CUST02279,0.0513
CUST02280,0.0432
CUST02281,0.0834
CUST02282,0.9542
CUST02283,0.9896
CUST02284,0.9805
CUST02285,0.0816
CUST02286,0.9607
CUST02287,0.9903
CUST02288,0.9906
CUST02289,0.942
CUST02290,0.0663
CUST02291,0.9974
CUST02292,0.9859
CUST02293,0.039
CUST02294,0.9967
CUST02295,0.9954
CUST02296,0.9918
CUST02297,0.9919
CUST02298,0.9841
CUST02299,0.9995
CUST02300,0.0724
CUST02301,0.0569
CUST02302,0.0528
CUST02303,0.0506
CUST02304,0.9793
CUST02305,0.9591
CUST02306,0.9637
CUST02307,0.051
CUST02308,0.0516
CUST02309,0.0275
CUST02310,0.9745
CUST02311,0.9755
CUST02312,0.0378
CUST02313,0.9853
CUST02314,0.0446
CUST02315,0.9932
CUST02316,0.989
CUST02317,0.9934
CUST02318,0.9322
CUST02319,0.9933
CUST02320,0.0731
CUST02321,0.9996
CUST02322,0.9979
CUST02323,0.9863
CUST02324,0.9899
CUST02325,0.0243
CUST02326,0.9942
CUST02327,0.0389
CUST02328,0.9974
CUST02329,0.035
CUST02330,0.9983
CUST02331,0.9983
CUST02332,0.0425
CUST02333,0.0419
CUST02334,0.9872
CUST02335,0.9889
CUST02336,0.9682
CUST02337,0.0317
CUST02338,0.0175
CUST02339,0.0505
CUST02340,0.0252
CUST02341,0.056
CUST02342,0.0213
CUST02343,0.0276
CUST02344,0.9691
CUST02345,0.9741
CUST02346,0.9943
CUST02347,0.9891
CUST02348,0.0315
CUST02349,0.0363
CUST02350,0.9849
CUST02351,0.0249
CUST02352,0.9853
CUST02353,0.0359
CUST02354,0.0484
CUST02355,0.9909
CUST02356,0.9829
CUST02357,0.0249
CUST02358,0.0286
CUST02359,0.9874
CUST02360,0.0563
CUST02361,0.9983
CUST02362,0.9766
CUST02363,0.9903
CUST02364,0.9943
CUST02365,0.9888
CUST02366,0.0192
CUST02367,0.9887
CUST02368,0.9587
CUST02369,0.0834
CUST02370,0.9548
CUST02371,0.9581
CUST02372,0.9982
CUST02373,0.0372
CUST02374,0.9886
CUST02375,0.0262
CUST02376,0.9552
CUST02377,0.995
CUST02378,0.9912
CUST02379,0.9839
CUST02380,0.9664
CUST02381,0.9771
CUST02382,0.0334
CUST02383,0.0468
CUST02384,0.9764
CUST02385,0.0507
CUST02386,0.0662
CUST02387,0.9733
CUST02388,0.9895
CUST02389,0.9701
CUST02390,0.0661
CUST02391,0.0304
CUST02392,0.0491
CUST02393,0.0469
CUST02394,0.9904
CUST02395,0.0578
CUST02396,0.9835
CUST02397,0.9395
CUST02398,0.9332
CUST02399,0.0435
CUST02400,0.9688
CUST02401,0.994
CUST02402,1.0
CUST02403,0.9942
CUST02404,0.0538
CUST02405,0.9983
CUST02406,0.971
CUST02407,0.9504
CUST02408,0.0989
CUST02409,0.9812
CUST02410,0.9744
CUST02411,0.9901
CUST02412,0.0324
CUST02413,0.9866
CUST02414,0.9973
CUST02415,0.9731
CUST02416,0.0253
CUST02417,0.0449
CUST02418,0.9597
CUST02419,0.9921
CUST02420,0.9976
CUST02421,0.0215
CUST02422,0.0224
CUST02423,0.0525
CUST02424,0.991
CUST02425,0.9861
CUST02426,0.0495
CUST02427,0.9899
CUST02428,0.996
CUST02429,0.0697
CUST02430,0.9889
CUST02431,0.0213
CUST02432,0.0255
CUST02433,0.0652
CUST02434,0.9678
CUST02435,0.995
CUST02436,0.9696
CUST02437,0.9822
CUST02438,0.9766
CUST02439,0.0365
CUST02440,0.9795
CUST02441,0.9928
CUST02442,0.9742
CUST02443,0.997
CUST02444,0.0291
CUST02445,0.9999
CUST02446,0.0213
CUST02447,0.0353
CUST02448,0.9896
CUST02449,0.9999
CUST02450,0.9151
CUST02451,0.9896
CUST02452,0.0968
CUST02453,0.0666
CUST02454,0.0565
CUST02455,0.9778
CUST02456,0.9833
CUST02457,0.9918
CUST02458,0.9806
CUST02459,0.0267
CUST02460,0.0382
CUST02461,0.0403
CUST02462,1.0
CUST02463,0.9722
CUST02464,1.0
CUST02465,0.9737
CUST02466,0.9983
CUST02467,0.0652
CUST02468,0.9822
CUST02469,0.0348
CUST02470,0.9549
CUST02471,0.0502
CUST02472,0.053
CUST02473,0.0183
CUST02474,0.9554
CUST02475,0.0381
CUST02476,0.9785
CUST02477,0.0865
CUST02478,0.0565
CUST02479,0.0424
CUST02480,0.9473
CUST02481,0.0299
CUST02482,0.9734
CUST02483,0.9982
CUST02484,0.989
CUST02485,0.0544
CUST02486,0.0357
CUST02487,0.9948
CUST02488,0.9925
CUST02489,0.9277
CUST02490,0.964
CUST02491,0.9203
CUST02492,0.983
CUST02493,0.0508
CUST02494,0.9915
CUST02495,0.9532
CUST02496,0.0365
CUST02497,0.0412
CUST02498,0.9869
CUST02499,0.0596
CUST02500,0.9898
CUST02501,0.9839
CUST02502,1.0
CUST02503,0.0294
CUST02504,0.974
CUST02505,0.993
CUST02506,0.028
CUST02507,0.0271
CUST02508,0.0157
CUST02509,0.0261
CUST02510,0.9894
CUST02511,0.9565
CUST02512,0.0424
CUST02513,0.9823
CUST02514,0.1094
CUST02515,0.0251
CUST02516,0.9872
CUST02517,0.9564
CUST02518,0.9752
CUST02519,0.9736
CUST02520,0.0451
CUST02521,0.9878
CUST02522,0.9913
CUST02523,0.0357
CUST02524,0.0612
CUST02525,0.0291
CUST02526,0.9756
CUST02527,0.9919
CUST02528,0.0273
CUST02529,0.034
CUST02530,0.9614
CUST02531,0.9679
CUST02532,0.0552
CUST02533,0.9753
CUST02534,0.9768
CUST02535,0.9645
CUST02536,0.946
CUST02537,0.0704
CUST02538,0.0431
CUST02539,0.9492
CUST02540,0.9999
CUST02541,0.0324
CUST02542,0.998
CUST02543,0.9626
CUST02544,0.9612
CUST02545,0.0817
CUST02546,0.9692
CUST02547,0.0275
CUST02548,0.07
CUST02549,0.0476
CUST02550,0.989
CUST02551,0.9671
CUST02552,0.9899
CUST02553,0.0484
CUST02554,0.9866
CUST02555,0.9468
CUST02556,0.0771
CUST02557,0.0351
CUST02558,0.9879
CUST02559,0.0514
CUST02560,0.0321
CUST02561,0.987
CUST02562,0.0457
CUST02563,0.9827
CUST02564,0.9933
CUST02565,0.0787
CUST02566,0.0383
CUST02567,0.0265
CUST02568,0.04
CUST02569,0.9835
