customer_id,age,region,product_type,monthly_transaction_volume,avg_transaction_value,days_since_last_txn,loan_amount,late_payments_last_12m,credit_utilization_ratio,churn_label,default_label,chat_count,negative_count,positive_count,complaint_flag,all_keywords,sentiment_ratio,sentiment_score,engagement_score,high_utilization,frequent_complainer,low_engagement
CUST00619,23,Kenya,savings,72.0,3465.64,124,0.0,0,0.9865,1,1,1.0,0.0,0.0,0,,0.0,0.0047,0.508,1,0,0
CUST00620,32,Kenya,savings,26.0,1198.05,142,0.0,10,0.1415,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.2191,0,0,1
CUST00621,33,South Africa,savings,103.0,25.53,113,0.0,11,0.5091,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4517,0,0,0
CUST00622,49,Nigeria,savings,4.0,3422.35,72,0.0,11,0.3418,1,1,1.0,0.0,1.0,0,,1.0,0.986,0.422,0,0,0
CUST00623,58,South Africa,loans,87.0,1119.67,28,20809.47,9,0.3261,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6493,0,0,0
CUST00624,63,Nigeria,loans,32.0,1164.58,96,12559.36,1,0.4195,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.3378,0,0,0
CUST00625,45,South Africa,loans,77.0,2765.32,173,25259.0,10,0.5724,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3782,0,0,0
CUST00626,36,Nigeria,loans,58.0,164.32,38,15338.43,4,0.01,0,1,1.0,0.0,1.0,0,,1.0,0.9858,0.4939,0,0,0
CUST00627,39,South Africa,loans,68.0,2087.68,98,30958.37,10,0.1541,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4854,0,0,0
CUST00628,56,Kenya,both,46.0,3998.87,60,5930.49,2,0.6132,0,0,2.0,0.0,1.0,0,,0.5,0.987,0.6012,0,0,0
CUST00629,34,Nigeria,savings,63.0,146.03,65,0.0,8,0.7393,1,1,1.0,1.0,0.0,0,,0.0,0.0058,0.4473,0,0,0
CUST00630,39,South Africa,both,112.0,3123.47,92,29784.33,6,0.6751,1,1,1.0,1.0,0.0,0,,0.0,0.0058,0.68,0,0,0
CUST00631,58,South Africa,savings,99.0,800.31,31,0.0,5,0.991,0,1,1.0,0.0,1.0,1,blocked,1.0,0.9847,0.6619,1,0,0
CUST00632,46,South Africa,both,50.0,4315.57,35,25025.16,4,0.0477,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6846,0,0,0
CUST00633,42,Kenya,loans,113.0,1959.53,8,21581.35,0,0.5152,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.8125,0,0,0
CUST00634,56,Nigeria,loans,106.0,4062.49,124,49466.02,10,0.4185,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6378,0,0,0
CUST00635,33,Kenya,savings,75.0,3621.86,163,0.0,8,0.1989,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4374,0,0,0
CUST00636,21,Kenya,loans,71.0,4390.4,81,33811.85,11,0.8905,1,1,1.0,0.0,1.0,0,,1.0,0.9858,0.6473,1,0,0
CUST00637,58,Nigeria,loans,5.0,2589.13,112,27466.28,6,0.1435,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.2939,0,0,1
CUST00638,41,Nigeria,both,63.0,2435.7,177,13909.32,3,0.5046,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.3116,0,0,0
CUST00639,34,South Africa,savings,26.0,196.78,136,0.0,7,0.1921,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.1824,0,0,1
CUST00640,22,South Africa,loans,20.0,2673.73,45,41781.68,4,0.4365,0,1,1.0,0.0,1.0,0,,1.0,0.9858,0.492,0,0,0
CUST00641,66,Nigeria,both,103.0,2614.66,139,49088.54,11,0.7905,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5231,1,0,0
CUST00642,55,South Africa,both,33.0,3035.91,71,8963.06,6,0.7006,1,1,1.0,0.0,1.0,0,,1.0,0.9858,0.4902,0,0,0
CUST00643,32,Kenya,both,74.0,663.8,172,14065.8,8,0.7004,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.2665,0,0,1
CUST00644,49,Kenya,loans,104.0,2704.44,166,44279.08,7,0.2151,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4702,0,0,0
CUST00645,42,Nigeria,both,72.0,2275.62,8,43117.77,4,0.0229,0,1,1.0,0.0,1.0,0,,1.0,0.9847,0.7077,0,0,0
CUST00646,35,South Africa,savings,93.0,2983.92,159,0.0,9,0.7201,1,1,1.0,0.0,0.0,0,,0.0,0.0056,0.4674,0,0,0
CUST00647,34,Kenya,both,93.0,3306.14,44,5634.7,5,0.1061,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.7405,0,0,0
CUST00648,21,Nigeria,loans,54.0,1813.5,87,35459.64,1,0.3902,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.4551,0,0,0
CUST00649,68,Nigeria,loans,110.0,2525.22,135,23718.43,4,0.8439,1,1,2.0,1.0,0.0,0,,0.0,0.0047,0.5481,1,0,0
CUST00650,66,Kenya,savings,109.0,1981.54,23,0.0,0,0.4095,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.7683,0,0,0
CUST00651,63,Nigeria,loans,41.0,3829.79,3,12908.98,8,0.4654,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.7054,0,0,0
CUST00652,34,South Africa,savings,98.0,3984.15,74,0.0,8,0.9579,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.7221,1,0,0
CUST00653,69,Nigeria,both,22.0,1471.78,105,27021.75,10,0.9091,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3037,1,0,0
CUST00654,32,Kenya,savings,14.0,1305.13,106,0.0,5,0.0909,1,1,1.0,0.0,1.0,1,blocked,1.0,0.9847,0.2696,0,0,1
CUST00655,60,South Africa,loans,64.0,3394.83,171,25710.62,11,0.8668,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3759,1,0,0
CUST00656,23,Kenya,savings,73.0,3872.34,46,0.0,8,0.4946,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.7055,0,0,0
CUST00657,34,South Africa,loans,70.0,64.22,128,20826.53,4,0.798,1,1,2.0,1.0,1.0,1,fraud,0.5,0.0058,0.3231,1,0,0
CUST00658,48,Kenya,loans,96.0,2142.91,35,48021.31,3,0.3521,0,0,1.0,1.0,0.0,0,,0.0,0.0075,0.7113,0,0,0
CUST00659,68,Nigeria,savings,47.0,1545.58,81,0.0,11,0.9572,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4345,1,0,0
CUST00660,31,Nigeria,both,97.0,3834.94,96,3895.8,2,0.7966,1,0,2.0,1.0,1.0,1,poor service,0.5,0.0081,0.6625,1,0,0
CUST00661,40,Kenya,both,108.0,726.27,77,34547.89,0,0.4494,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.5819,0,0,0
CUST00662,61,South Africa,loans,11.0,3893.45,32,10207.6,1,0.3607,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.5555,0,0,0
CUST00663,42,Kenya,savings,54.0,3310.42,35,0.0,8,0.211,0,1,2.0,1.0,1.0,1,fraud,0.5,0.987,0.6461,0,0,0
CUST00664,53,Kenya,both,27.0,4216.22,157,15061.34,9,0.2754,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3394,0,0,0
CUST00665,39,Kenya,both,79.0,4951.31,171,46740.97,6,0.4421,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4978,0,0,0
CUST00666,18,Nigeria,loans,50.0,2388.01,14,3194.79,4,0.3542,0,1,2.0,1.0,1.0,1,fraud,0.5,0.0058,0.6352,0,0,0
CUST00667,32,South Africa,loans,34.0,3500.06,42,44107.42,2,0.6441,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.5812,0,0,0
CUST00668,47,South Africa,savings,30.0,3552.71,177,0.0,0,0.6355,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.2703,0,0,1
CUST00669,19,Kenya,loans,43.0,4224.42,21,18458.06,8,0.1935,0,1,1.0,1.0,0.0,1,fraud,0.0,0.0058,0.6908,0,0,0
CUST00670,30,Nigeria,savings,13.0,2595.44,97,0.0,2,0.2608,1,0,1.0,0.0,0.0,0,,0.0,0.0047,0.3513,0,0,0
CUST00671,67,Kenya,loans,13.0,547.16,52,20611.99,11,0.0452,0,1,1.0,0.0,1.0,0,,1.0,0.9869,0.3494,0,0,0
CUST00672,18,Nigeria,both,75.0,4897.02,177,35069.32,10,0.3825,1,1,1.0,0.0,0.0,0,,0.0,0.0059,0.4699,0,0,0
CUST00673,30,South Africa,loans,113.0,293.62,134,39499.34,9,0.4735,1,1,2.0,1.0,0.0,1,fraud,0.0,0.0053,0.4476,0,0,0
CUST00674,50,Nigeria,loans,61.0,4812.25,135,14676.35,5,0.1051,1,1,2.0,0.0,1.0,0,,0.5,0.986,0.5184,0,0,0
CUST00675,47,Nigeria,both,111.0,1284.24,12,4076.66,4,0.0851,0,1,1.0,0.0,0.0,0,,0.0,0.0051,0.7639,0,0,0
CUST00676,28,Nigeria,both,19.0,2467.49,28,43472.23,10,0.2678,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5167,0,0,0
CUST00677,21,South Africa,savings,116.0,4753.8,143,0.0,0,0.4914,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.6593,0,0,0
CUST00678,64,Nigeria,savings,70.0,3386.54,41,0.0,11,0.9834,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6836,1,0,0
CUST00679,46,Kenya,savings,89.0,2931.95,78,0.0,9,0.9151,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6341,1,0,0
CUST00680,47,Nigeria,both,8.0,1636.21,20,21037.34,0,0.3984,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.4607,0,0,0
CUST00681,21,Kenya,loans,72.0,1469.11,4,21800.35,2,0.5561,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.6763,0,0,0
CUST00682,28,Kenya,both,46.0,173.56,131,23660.52,11,0.5597,1,1,1.0,0.0,0.0,0,,0.0,0.0047,0.2512,0,0,1
CUST00683,21,Kenya,loans,107.0,2935.8,32,48156.74,7,0.3431,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.79,0,0,0
CUST00684,68,Nigeria,both,95.0,2156.21,31,12631.8,4,0.8569,0,1,1.0,0.0,0.0,0,,0.0,0.0059,0.718,1,0,0
CUST00685,58,Nigeria,both,103.0,1129.26,151,30609.56,9,0.2916,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.422,0,0,0
CUST00686,46,Kenya,savings,106.0,1927.23,128,0.0,8,0.4271,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5221,0,0,0
CUST00687,53,Nigeria,both,86.0,4705.3,39,6981.04,11,0.9069,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.8011,1,0,0
CUST00688,26,South Africa,both,30.0,4243.52,154,14794.22,4,0.3459,1,1,2.0,0.0,1.0,0,,0.5,0.0053,0.3563,0,0,0
CUST00689,69,South Africa,savings,34.0,2157.73,174,0.0,7,0.5111,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.2191,0,0,1
CUST00690,44,Nigeria,loans,103.0,4899.97,74,30546.0,7,0.8706,1,1,1.0,1.0,0.0,1,blocked,0.0,0.0069,0.7826,1,0,0
CUST00691,44,Kenya,both,72.0,2315.97,82,13554.21,0,0.3275,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.5443,0,0,0
CUST00692,67,South Africa,both,107.0,1752.22,119,49372.07,8,0.9617,1,1,3.0,1.0,2.0,1,poor service,0.6667,0.9869,0.5364,1,0,0
CUST00693,22,Kenya,loans,95.0,1945.72,27,18455.75,8,0.2036,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.7164,0,0,0
CUST00694,40,Kenya,loans,73.0,4374.34,161,41685.88,1,0.6842,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.4737,0,0,0
CUST00695,22,South Africa,savings,19.0,1346.1,23,0.0,9,0.06,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4718,0,0,0
CUST00696,40,Nigeria,loans,117.0,1118.29,135,34913.29,5,0.5371,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4984,0,0,0
CUST00697,31,Nigeria,loans,29.0,4803.13,104,15521.4,5,0.1594,1,1,1.0,1.0,0.0,1,blocked,0.0,0.0069,0.4931,0,0,0
CUST00698,41,Nigeria,loans,30.0,3674.0,24,27076.01,2,0.6285,0,0,1.0,0.0,0.0,0,,0.0,0.0053,0.6183,0,0,0
CUST00699,54,Nigeria,savings,18.0,3821.27,80,0.0,10,0.6168,1,1,1.0,1.0,0.0,1,fraud,0.0,0.0058,0.4652,0,0,0
CUST00700,32,Kenya,both,9.0,3704.05,53,36379.8,1,0.4165,0,0,2.0,1.0,0.0,0,,0.0,0.0053,0.4932,0,0,0
CUST00701,20,Kenya,loans,45.0,3417.71,168,18301.86,11,0.9248,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3278,1,0,0
CUST00702,26,Kenya,savings,101.0,465.33,96,0.0,7,0.8914,1,1,1.0,0.0,1.0,1,blocked,1.0,0.9847,0.5058,1,0,0
CUST00703,55,Kenya,loans,104.0,3770.86,66,20992.88,2,0.735,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.7469,0,0,0
CUST00704,48,South Africa,loans,59.0,1252.12,48,3642.58,8,0.7197,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5289,0,0,0
CUST00705,68,Kenya,savings,38.0,670.7,26,0.0,8,0.0682,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4872,0,0,0
CUST00706,64,Nigeria,loans,42.0,4915.18,91,46872.4,3,0.3236,1,0,1.0,1.0,0.0,0,,0.0,0.0075,0.5659,0,0,0
CUST00707,26,South Africa,both,110.0,149.04,92,4640.79,10,0.2032,1,1,1.0,1.0,0.0,1,poor service,0.0,0.0081,0.5254,0,0,0
CUST00708,56,South Africa,both,7.0,167.86,171,34537.45,0,0.3885,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.0469,0,0,1
CUST00709,22,Nigeria,savings,7.0,1556.46,117,0.0,1,0.1092,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.237,0,0,1
CUST00710,23,Nigeria,loans,8.0,4222.57,82,30033.31,11,0.3183,1,1,1.0,0.0,1.0,0,,1.0,0.987,0.4514,0,0,0
CUST00711,59,South Africa,loans,106.0,4889.94,67,24527.41,9,0.5709,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.8066,0,0,0
CUST00712,38,Nigeria,both,11.0,601.45,47,12241.99,5,0.1662,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3574,0,0,0
CUST00713,69,South Africa,both,113.0,1983.24,116,10095.65,3,0.1058,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.5723,0,0,0
CUST00714,18,South Africa,loans,22.0,3674.17,27,20116.68,7,0.7067,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5881,0,0,0
CUST00715,44,South Africa,savings,66.0,3231.19,2,0.0,8,0.2469,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.7512,0,0,0
CUST00716,34,Kenya,loans,116.0,1174.55,162,16076.27,0,0.4782,1,0,1.0,0.0,1.0,1,blocked,1.0,0.9847,0.4379,0,0,0
CUST00717,69,Nigeria,savings,14.0,1652.74,7,0.0,5,0.8384,0,1,3.0,1.0,2.0,0,,0.6667,0.0058,0.5082,1,0,0
CUST00718,52,Kenya,both,34.0,2975.93,42,30199.47,7,0.3785,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5549,0,0,0
CUST00719,58,Nigeria,both,87.0,186.68,100,10893.99,7,0.0986,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4418,0,0,0
CUST00720,33,South Africa,both,98.0,3793.56,35,37199.07,9,0.7853,0,1,1.0,0.0,0.0,0,,0.0,0.0059,0.7997,1,0,0
CUST00721,64,Nigeria,loans,108.0,1384.27,120,31618.11,10,0.7385,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5187,0,0,0
CUST00722,61,Nigeria,both,3.0,4143.45,99,29795.78,0,0.6102,1,0,1.0,0.0,0.0,0,,0.0,0.0059,0.3948,0,0,0
CUST00723,58,Kenya,loans,93.0,3421.51,14,24166.51,6,0.5379,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.8133,0,0,0
CUST00724,42,South Africa,loans,39.0,3230.62,83,18557.88,6,0.7522,1,1,1.0,0.0,0.0,0,,0.0,0.0059,0.4908,1,0,0
CUST00725,65,Kenya,both,67.0,3839.13,149,27666.27,2,0.3533,1,0,1.0,0.0,0.0,0,,0.0,0.0053,0.4561,0,0,0
CUST00726,52,Kenya,savings,108.0,384.92,70,0.0,1,0.3297,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.5805,0,0,0
CUST00727,21,Kenya,both,108.0,1307.25,122,35447.51,10,0.6274,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5104,0,0,0
CUST00728,63,Kenya,both,23.0,2613.47,104,37016.72,1,0.1664,1,0,1.0,0.0,0.0,0,,0.0,0.0047,0.3659,0,0,0
CUST00729,19,Nigeria,loans,57.0,3888.01,83,10866.17,5,0.6332,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5766,0,0,0
CUST00730,53,Nigeria,savings,34.0,4246.79,102,0.0,7,0.8671,1,1,1.0,0.0,1.0,0,,1.0,0.9869,0.4844,1,0,0
CUST00731,30,Kenya,both,74.0,1916.7,88,17102.91,5,0.5151,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5168,0,0,0
CUST00732,64,Kenya,savings,99.0,3970.3,13,0.0,7,0.0829,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.8606,0,0,0
CUST00733,55,Kenya,both,38.0,1109.17,79,6516.78,0,0.6629,1,0,3.0,1.0,1.0,0,,0.3333,0.0058,0.3907,0,0,0
CUST00734,60,Nigeria,both,15.0,421.35,75,41601.21,6,0.8693,1,1,1.0,0.0,0.0,0,,0.0,0.0047,0.2976,1,0,1
CUST00735,54,Kenya,loans,8.0,1240.45,140,31348.27,9,0.1968,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.1727,0,0,1
CUST00736,47,Nigeria,loans,7.0,4516.71,130,42144.64,6,0.6122,1,1,1.0,0.0,1.0,0,,1.0,0.9847,0.3559,0,0,0
CUST00737,62,Kenya,savings,44.0,2724.74,103,0.0,11,0.1971,1,1,1.0,0.0,1.0,0,,1.0,0.9858,0.4355,0,0,0
CUST00738,33,Kenya,loans,115.0,2411.93,69,43083.88,5,0.8197,1,1,1.0,0.0,1.0,0,,1.0,0.9847,0.7046,1,0,0
CUST00739,45,Nigeria,savings,30.0,3719.24,113,0.0,3,0.2528,1,0,1.0,0.0,1.0,0,,1.0,0.9858,0.4217,0,0,0
CUST00740,33,Nigeria,both,49.0,60.36,179,32469.31,5,0.6294,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.1471,0,0,1
CUST00741,23,Kenya,loans,81.0,600.33,150,3289.85,3,0.5893,1,0,1.0,0.0,0.0,0,,0.0,0.0051,0.3331,0,0,0
CUST00742,63,Kenya,savings,79.0,507.02,43,0.0,4,0.3748,0,1,1.0,0.0,0.0,0,,0.0,0.0047,0.5616,0,0,0
CUST00743,43,South Africa,both,33.0,617.12,51,30086.73,5,0.9005,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4139,1,0,0
CUST00744,20,Kenya,savings,16.0,2272.72,89,0.0,3,0.9013,1,1,1.0,1.0,0.0,0,,0.0,0.0058,0.3618,1,0,0
CUST00745,60,Nigeria,loans,19.0,1410.61,119,6080.32,0,0.3401,1,0,1.0,0.0,0.0,0,,0.0,0.0059,0.2605,0,0,1
CUST00746,66,Nigeria,savings,27.0,3930.77,121,0.0,3,0.3481,1,0,1.0,1.0,0.0,0,,0.0,0.0075,0.4056,0,0,0
CUST00747,52,Kenya,savings,11.0,4196.81,141,0.0,0,0.6548,1,0,1.0,1.0,0.0,0,,0.0,0.0064,0.3271,0,0,0
CUST00748,35,Nigeria,savings,55.0,4625.45,99,0.0,10,0.284,1,1,1.0,0.0,0.0,0,,0.0,0.0059,0.5718,0,0,0
CUST00749,62,South Africa,savings,77.0,988.35,148,0.0,10,0.3038,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3452,0,0,0
CUST00750,56,South Africa,both,81.0,2519.23,7,45931.87,3,0.0206,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.7486,0,0,0
CUST00751,32,Kenya,both,109.0,253.0,39,26119.3,10,0.0939,0,1,2.0,1.0,1.0,1,fraud,0.5,0.9847,0.6461,0,0,0
CUST00752,35,Kenya,both,35.0,1207.14,92,36621.67,4,0.658,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3577,0,0,0
CUST00753,69,Kenya,both,78.0,3079.24,94,33367.26,4,0.3208,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5733,0,0,0
CUST00754,67,Nigeria,loans,106.0,2117.74,173,35133.36,6,0.0812,1,1,1.0,0.0,1.0,0,,1.0,0.9869,0.4311,0,0,0
CUST00755,53,Nigeria,loans,4.0,3456.59,119,16025.78,10,0.9302,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3187,1,0,0
CUST00756,19,Kenya,savings,93.0,4197.74,73,0.0,8,0.2957,1,1,1.0,0.0,1.0,0,,1.0,0.9869,0.7203,0,0,0
CUST00757,29,Kenya,both,11.0,307.08,105,6428.6,7,0.2091,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.2131,0,0,1
CUST00758,36,South Africa,loans,66.0,4693.68,21,32698.37,9,0.5223,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.7819,0,0,0
CUST00759,45,Kenya,loans,99.0,221.59,71,15470.67,10,0.8307,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5436,1,0,0
CUST00760,63,Nigeria,savings,55.0,4908.53,4,0.0,8,0.8726,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.7983,1,0,0
CUST00761,62,Nigeria,loans,67.0,3191.78,27,46115.42,5,0.3051,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6963,0,0,0
CUST00762,32,Kenya,both,74.0,226.07,74,34304.25,3,0.7422,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.4636,0,0,0
CUST00763,23,Kenya,loans,69.0,1974.21,1,13749.48,5,0.5232,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6994,0,0,0
CUST00764,32,Kenya,loans,88.0,1298.46,34,25975.04,1,0.5953,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.6478,0,0,0
CUST00765,30,South Africa,both,103.0,3994.88,161,30307.76,7,0.44,1,1,1.0,0.0,0.0,0,,0.0,0.0059,0.5429,0,0,0
CUST00766,64,Kenya,savings,17.0,1135.02,150,0.0,9,0.1772,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.1716,0,0,1
CUST00767,18,Kenya,both,50.0,4132.8,102,39791.18,0,0.8204,1,0,1.0,0.0,1.0,0,,1.0,0.9869,0.5258,1,0,0
CUST00768,61,Kenya,both,102.0,1568.58,171,16104.17,10,0.5441,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.3963,0,0,0
CUST00769,52,Kenya,loans,46.0,4945.83,6,46022.26,7,0.4019,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.7692,0,0,0
CUST00770,23,Nigeria,both,59.0,1359.34,169,7795.71,10,0.6753,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.2638,0,0,1
CUST00771,53,Kenya,savings,89.0,3427.95,89,0.0,8,0.4256,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6343,0,0,0
CUST00772,48,Nigeria,savings,112.0,4002.97,68,0.0,10,0.8491,1,1,1.0,1.0,0.0,1,fraud,0.0,0.0058,0.7776,1,0,0
CUST00773,18,Nigeria,savings,30.0,1090.13,142,0.0,9,0.1357,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.2254,0,0,1
CUST00774,29,South Africa,loans,114.0,388.02,82,20995.4,4,0.0299,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5715,0,0,0
CUST00775,36,Kenya,both,85.0,2760.72,108,12444.76,6,0.5694,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5467,0,0,0
CUST00776,29,South Africa,loans,4.0,3388.62,57,1124.3,1,0.2568,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.4538,0,0,0
CUST00777,48,Nigeria,both,103.0,4088.21,94,1020.46,10,0.1182,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6973,0,0,0
CUST00778,50,Kenya,savings,46.0,1371.09,24,0.0,8,0.0303,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5502,0,0,0
CUST00779,26,South Africa,both,34.0,4362.71,39,36872.91,7,0.7704,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.631,1,0,0
CUST00780,24,South Africa,savings,63.0,4579.68,101,0.0,7,0.9598,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5886,1,0,0
CUST00781,52,Kenya,loans,69.0,3898.14,169,39393.83,8,0.6157,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4202,0,0,0
CUST00782,42,South Africa,both,65.0,47.91,34,34862.38,2,0.7726,0,0,0.0,0.0,0.0,0,,0.5,0.0849,0.5176,1,0,0
CUST00783,31,Nigeria,both,7.0,445.21,104,3542.14,7,0.8385,1,1,1.0,0.0,0.0,0,,0.0,0.0042,0.2104,1,0,1
CUST00784,31,Nigeria,both,98.0,4988.71,11,46323.68,7,0.8054,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.9131,1,0,0
CUST00785,20,South Africa,loans,41.0,3672.4,91,21726.13,8,0.3268,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5009,0,0,0
CUST00786,62,Nigeria,loans,17.0,3137.69,153,22944.63,11,0.0024,1,1,2.0,0.0,1.0,1,blocked,0.5,0.9847,0.265,0,0,1
CUST00787,61,South Africa,loans,68.0,4507.8,61,44385.19,4,0.6281,1,1,3.0,1.0,1.0,1,fraud,0.3333,0.0042,0.6891,0,0,0
CUST00788,46,Kenya,loans,75.0,207.81,143,10622.9,2,0.9476,1,1,1.0,1.0,0.0,1,blocked,0.0,0.0073,0.3114,1,0,0
CUST00789,36,South Africa,both,13.0,3789.32,71,15984.57,11,0.8875,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.4691,1,0,0
CUST00790,29,Nigeria,loans,113.0,3276.84,166,42823.08,4,0.0048,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5253,0,0,0
CUST00791,33,Kenya,loans,72.0,4242.62,113,26223.24,3,0.9042,1,1,0.0,0.0,0.0,0,,0.5,0.0849,0.5714,1,0,0
CUST00792,66,Nigeria,loans,119.0,3891.74,59,21297.42,4,0.0109,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.8128,0,0,0
CUST00793,22,Kenya,savings,80.0,2429.8,48,0.0,9,0.5314,0,1,0.0,0.0,0.0,0,,0.5,0.0849,0.6495,0,0,0
CUST00794,60,Kenya,savings,2.0,364.13,156,0.0,2,0.8527,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.0755,1,0,1
CUST00795,33,Kenya,loans,25.0,4547.91,87,44425.78,0,0.416,1,0,0.0,0.0,0.0,0,,0.5,0.0849,0.5065,0,0,0
CUST00796,31,Kenya,loans,116.0,3819.88,72,11004.01,9,0.6839,1,1,1.0,0.0,1.0,0,,1.0,0.9869,0.7713,0,0,0
