customer_id,default_probability
CUST01282,0.0683
CUST01283,0.9562
CUST01284,0.9529
CUST01285,0.0737
CUST01286,0.9671
CUST01287,0.9591
CUST01288,0.9335
CUST01289,0.9968
CUST01290,0.1033
CUST01291,0.0757
CUST01292,0.0962
CUST01293,0.9438
CUST01294,0.9656
CUST01295,0.9526
CUST01296,0.9942
CUST01297,0.9502
CUST01298,0.1083
CUST01299,0.0834
CUST01300,0.9587
CUST01301,0.973
CUST01302,0.9615
CUST01303,0.9322
CUST01304,0.0803
CUST01305,0.9588
CUST01306,0.9514
CUST01307,0.8952
CUST01308,0.1138
CUST01309,0.9961
CUST01310,0.9514
CUST01311,0.9546
CUST01312,0.1594
CUST01313,0.9721
CUST01314,0.9539
CUST01315,0.9528
CUST01316,0.1017
CUST01317,0.9299
CUST01318,0.9511
CUST01319,0.9582
CUST01320,0.0988
CUST01321,0.9666
CUST01322,0.9623
CUST01323,0.9601
CUST01324,0.966
CUST01325,0.9494
CUST01326,0.9595
CUST01327,0.097
CUST01328,0.9528
CUST01329,0.926
CUST01330,0.9563
CUST01331,0.9625
CUST01332,0.9574
CUST01333,0.9527
CUST01334,0.9622
CUST01335,0.943
CUST01336,0.1366
CUST01337,0.9664
CUST01338,0.9462
CUST01339,0.0683
CUST01340,0.9466
CUST01341,0.1243
CUST01342,0.9555
CUST01343,0.9447
CUST01344,0.0984
CUST01345,0.1256
CUST01346,0.9529
CUST01347,0.9669
CUST01348,0.9511
CUST01349,0.9482
CUST01350,0.9543
CUST01351,0.9632
CUST01352,0.961
CUST01353,0.0659
CUST01354,0.0743
CUST01355,0.1157
CUST01356,0.0878
CUST01357,0.9604
CUST01358,0.1198
CUST01359,0.0906
CUST01360,0.9655
CUST01361,0.9569
CUST01362,0.9642
CUST01363,0.9479
CUST01364,0.9562
CUST01365,0.9675
CUST01366,0.9305
CUST01367,0.1022
CUST01368,0.9502
CUST01369,0.9503
CUST01370,0.0675
CUST01371,0.0646
CUST01372,0.0787
CUST01373,0.9653
CUST01374,0.9691
CUST01375,0.0889
CUST01376,0.9525
CUST01377,0.9373
CUST01378,0.9605
CUST01379,0.9552
CUST01380,0.9545
CUST01381,0.9641
CUST01382,0.9571
CUST01383,0.9967
CUST01384,0.066
CUST01385,0.0911
CUST01386,0.9491
CUST01387,0.9624
CUST01388,0.0863
CUST01389,0.938
CUST01390,0.9486
CUST01391,0.9598
CUST01392,0.9528
CUST01393,0.9748
CUST01394,0.9636
CUST01395,0.9522
CUST01396,0.9575
CUST01397,0.96
CUST01398,0.0927
CUST01399,0.1156
CUST01400,0.9603
CUST01401,0.9563
CUST01402,0.9537
CUST01403,0.9643
CUST01404,0.1288
CUST01405,0.946
CUST01406,0.943
CUST01407,0.9523
CUST01408,0.9545
CUST01409,0.9468
CUST01410,0.9569
CUST01411,0.9655
CUST01412,0.9644
CUST01413,0.0832
CUST01414,0.1131
CUST01415,0.0881
CUST01416,0.9621
CUST01417,0.9664
CUST01418,0.9634
CUST01419,0.9275
CUST01420,0.9554
CUST01421,0.0961
CUST01422,0.9496
CUST01423,0.0694
CUST01424,0.9633
CUST01425,0.9764
CUST01426,0.9484
CUST01427,0.0931
CUST01428,0.958
CUST01429,0.9668
CUST01430,0.9808
CUST01431,0.9473
CUST01432,0.9535
CUST01433,0.9605
CUST01434,0.9545
CUST01435,0.9538
CUST01436,0.9665
CUST01437,0.9304
CUST01438,0.1164
CUST01439,0.1161
CUST01440,0.9553
CUST01441,0.0966
CUST01442,0.954
CUST01443,0.9745
CUST01444,0.0874
CUST01445,0.959
CUST01446,0.999
CUST01447,0.1111
CUST01448,0.9549
CUST01449,0.0778
CUST01450,0.9499
CUST01451,0.0801
CUST01452,0.1131
CUST01453,0.945
CUST01454,0.0486
CUST01455,0.9606
CUST01456,0.9494
CUST01457,0.9652
CUST01458,0.9721
CUST01459,0.9508
CUST01460,0.9972
CUST01461,0.9917
CUST01462,0.9668
CUST01463,0.971
CUST01464,0.9549
CUST01465,0.9526
CUST01466,0.963
CUST01467,0.9531
CUST01468,0.9601
CUST01469,0.9523
CUST01470,0.997
CUST01471,0.1116
CUST01472,0.9662
CUST01473,0.0637
CUST01474,0.9599
CUST01475,0.9515
CUST01476,0.1186
CUST01477,0.0829
CUST01478,0.9508
CUST01479,0.9613
CUST01480,0.9578
CUST01481,0.9436
CUST01482,0.961
CUST01483,0.9698
CUST01484,0.9531
CUST01485,0.9705
CUST01486,0.9345
CUST01487,0.965
CUST01488,0.9656
CUST01489,0.9501
CUST01490,0.0952
CUST01491,0.9569
CUST01492,0.9621
CUST01493,0.0853
CUST01494,0.9516
CUST01495,0.9514
CUST01496,0.9605
CUST01497,0.9525
CUST01498,0.9744
CUST01499,0.9526
CUST01500,0.9578
CUST01501,0.0905
CUST01502,0.947
CUST01503,0.967
CUST01504,0.1164
CUST01505,0.0813
CUST01506,0.095
CUST01507,0.9666
CUST01508,0.955
CUST01509,0.9959
CUST01510,0.1072
CUST01511,0.9457
CUST01512,0.0719
CUST01513,0.0605
CUST01514,0.9571
CUST01515,0.0958
CUST01516,0.0813
CUST01517,0.1118
CUST01518,0.0908
CUST01519,0.1127
CUST01520,0.9952
CUST01521,0.9611
CUST01522,0.9498
CUST01523,0.9413
CUST01524,0.099
CUST01525,0.0858
CUST01526,0.9482
CUST01527,0.9647
CUST01528,0.9584
CUST01529,0.0813
CUST01530,0.9492
CUST01531,0.0828
CUST01532,0.9545
CUST01533,0.9463
CUST01534,0.9566
CUST01535,0.956
CUST01536,0.941
CUST01537,0.0909
CUST01538,0.0916
CUST01539,0.0834
CUST01540,0.9637
CUST01541,0.9503
CUST01542,0.1289
CUST01543,0.052
CUST01544,0.9517
CUST01545,0.9503
CUST01546,0.9624
CUST01547,0.0853
CUST01548,0.9555
CUST01549,0.9963
CUST01550,0.9937
CUST01551,0.9434
CUST01552,0.9582
CUST01553,0.9664
CUST01554,0.0533
CUST01555,0.9531
CUST01556,0.9677
CUST01557,0.995
CUST01558,0.946
CUST01559,0.9529
CUST01560,0.963
CUST01561,0.11
CUST01562,0.9622
CUST01563,0.9602
CUST01564,0.9447
CUST01565,0.0869
CUST01566,0.9602
CUST01567,0.0912
CUST01568,0.9632
CUST01569,0.1309
CUST01570,0.961
CUST01571,0.0948
CUST01572,0.9575
CUST01573,0.9633
CUST01574,0.0498
CUST01575,0.9524
CUST01576,0.1287
CUST01577,0.9488
CUST01578,0.9631
CUST01579,0.9517
CUST01580,0.9563
CUST01581,0.9565
CUST01582,0.9973
CUST01583,0.9489
CUST01584,0.0774
CUST01585,0.957
CUST01586,0.9613
CUST01587,0.9973
CUST01588,0.9593
CUST01589,0.9552
CUST01590,0.9509
CUST01591,0.9592
CUST01592,0.9578
CUST01593,0.0936
CUST01594,0.1362
CUST01595,0.9486
CUST01596,0.9561
CUST01597,0.9994
CUST01598,0.9589
CUST01599,0.9981
CUST01600,0.9691
CUST01601,0.0934
CUST01602,0.9461
CUST01603,0.966
CUST01604,0.1368
CUST01605,0.9491
CUST01606,0.9526
CUST01607,0.0979
CUST01608,0.1015
CUST01609,0.9591
CUST01610,0.9639
CUST01611,0.9583
CUST01612,0.124
CUST01613,0.9548
CUST01614,0.9663
CUST01615,0.9587
CUST01616,0.9984
CUST01617,0.9635
CUST01618,0.1211
CUST01619,0.9525
CUST01620,0.0729
CUST01621,0.9604
CUST01622,0.0969
CUST01623,0.9196
CUST01624,0.9687
CUST01625,0.0789
CUST01626,0.0964
CUST01627,0.0869
CUST01628,0.9567
CUST01629,0.9644
CUST01630,0.9652
CUST01631,0.9571
CUST01632,0.9543
CUST01633,0.9517
CUST01634,0.101
CUST01635,0.9372
CUST01636,0.9543
CUST01637,0.9639
CUST01638,0.9693
CUST01639,0.9628
CUST01640,0.9682
CUST01641,0.9582
CUST01642,0.9584
CUST01643,0.9482
CUST01644,0.9976
CUST01645,0.0886
CUST01646,0.9585
CUST01647,0.9524
CUST01648,0.9476
CUST01649,0.107
CUST01650,0.9492
CUST01651,0.9581
CUST01652,0.0702
CUST01653,0.9685
CUST01654,0.9638
CUST01655,0.0585
CUST01656,0.9666
CUST01657,0.9501
CUST01658,0.9535
CUST01659,0.9547
CUST01660,0.0844
CUST01661,0.0665
CUST01662,0.9564
CUST01663,0.0885
CUST01664,0.0725
CUST01665,0.9494
CUST01666,0.9645
CUST01667,0.9599
CUST01668,0.0949
CUST01669,0.9581
CUST01670,0.9982
CUST01671,0.9436
CUST01672,0.9562
CUST01673,0.9697
CUST01674,0.0736
CUST01675,0.1413
CUST01676,0.9445
CUST01677,0.947
CUST01678,0.1133
CUST01679,0.9623
CUST01680,0.9944
CUST01681,0.9953
CUST01682,0.9522
CUST01683,0.0856
CUST01684,0.9578
CUST01685,0.9634
CUST01686,0.9644
CUST01687,0.117
CUST01688,0.9632
CUST01689,0.9968
CUST01690,0.9575
CUST01691,0.9491
CUST01692,0.9619
CUST01693,0.9489
CUST01694,0.1079
CUST01695,0.0738
CUST01696,0.1103
CUST01697,0.9508
CUST01698,0.9573
CUST01699,0.9562
CUST01700,0.0702
CUST01701,0.9623
CUST01702,0.9577
CUST01703,0.9681
CUST01704,0.152
CUST01705,0.9511
CUST01706,0.1069
CUST01707,0.9965
CUST01708,0.0706
CUST01709,0.9936
CUST01710,0.956
CUST01711,0.9992
CUST01712,0.9553
CUST01713,0.9596
CUST01714,0.9864
CUST01715,0.9515
CUST01716,0.9688
CUST01717,0.9538
CUST01718,0.9627
CUST01719,0.9516
CUST01720,0.9625
CUST01721,0.9505
CUST01722,0.0768
CUST01723,0.9581
CUST01724,0.9605
CUST01725,0.948
CUST01726,0.9485
CUST01727,0.9514
CUST01728,0.9542
CUST01729,0.9565
CUST01730,0.9291
CUST01731,0.9605
CUST01732,0.9518
CUST01733,0.1048
CUST01734,0.9541
CUST01735,0.9703
CUST01736,0.0854
CUST01737,0.9948
CUST01738,0.9583
CUST01739,0.0929
CUST01740,0.9553
CUST01741,0.1032
CUST01742,0.9604
CUST01743,0.9576
CUST01744,0.9601
CUST01745,0.0634
CUST01746,0.9539
CUST01747,0.122
CUST01748,0.9457
CUST01749,0.9983
CUST01750,0.9514
CUST01751,0.9948
CUST01752,0.9494
CUST01753,0.0806
CUST01754,0.0728
CUST01755,0.0804
CUST01756,0.9732
CUST01757,0.1047
CUST01758,0.9603
CUST01759,0.9706
CUST01760,0.0866
CUST01761,0.9501
CUST01762,0.9987
CUST01763,0.1071
CUST01764,0.9949
CUST01765,0.9659
CUST01766,0.9596
CUST01767,0.9571
CUST01768,0.0726
CUST01769,0.0879
CUST01770,0.963
CUST01771,0.076
CUST01772,0.9473
CUST01773,0.9636
CUST01774,0.9677
CUST01775,0.9489
CUST01776,0.0981
CUST01777,0.954
CUST01778,0.9607
CUST01779,0.9586
CUST01780,0.9932
CUST01781,0.9451
CUST01782,0.9524
CUST01783,0.9518
CUST01784,0.9577
CUST01785,0.0814
CUST01786,0.9471
CUST01787,0.9438
CUST01788,0.9956
CUST01789,0.058
CUST01790,0.9525
CUST01791,0.9615
CUST01792,0.9502
CUST01793,0.9983
CUST01794,0.9424
CUST01795,0.9604
CUST01796,0.9654
CUST01797,0.9611
CUST01798,0.0678
CUST01799,0.9182
CUST01800,0.9515
CUST01801,0.9556
CUST01802,0.9408
CUST01803,0.9523
CUST01804,0.9565
CUST01805,0.9286
CUST01806,0.9961
CUST01807,0.9609
CUST01808,0.076
CUST01809,0.9478
CUST01810,0.9609
CUST01811,0.9566
CUST01812,0.9987
CUST01813,0.9596
CUST01814,0.9471
CUST01815,0.9545
CUST01816,0.0738
CUST01817,0.9071
CUST01818,0.9578
CUST01819,0.0836
CUST01820,0.9377
CUST01821,0.0846
CUST01822,0.9537
CUST01823,0.0833
CUST01824,0.9959
CUST01825,0.9998
CUST01826,0.9959
CUST01827,0.0932
CUST01828,0.0934
CUST01829,0.0896
CUST01830,0.9605
CUST01831,0.9424
CUST01832,0.121
CUST01833,0.0912
CUST01834,0.1062
CUST01835,0.9426
CUST01836,0.9652
CUST01837,0.0959
CUST01838,0.9538
CUST01839,0.9489
CUST01840,0.1396
CUST01841,0.0873
CUST01842,0.968
CUST01843,0.9954
CUST01844,0.9679
CUST01845,0.9639
CUST01846,0.954
CUST01847,0.9522
CUST01848,0.9769
CUST01849,0.9609
CUST01850,0.9503
CUST01851,0.9473
CUST01852,0.1121
CUST01853,0.9485
CUST01854,0.0806
CUST01855,0.9502
CUST01856,0.0939
CUST01857,0.1002
CUST01858,0.9519
CUST01859,0.9536
CUST01860,0.9634
CUST01861,0.0766
CUST01862,0.1334
CUST01863,0.9643
CUST01864,0.1265
CUST01865,0.9472
CUST01866,0.9965
CUST01867,0.9692
CUST01868,0.0813
CUST01869,0.933
CUST01870,0.9974
CUST01871,0.9397
CUST01872,0.9587
CUST01873,0.9564
CUST01874,0.9702
CUST01875,0.0844
CUST01876,0.9969
CUST01877,0.9497
CUST01878,0.9469
CUST01879,0.9619
CUST01880,0.9998
CUST01881,0.1167
CUST01882,0.9657
CUST01883,0.9486
CUST01884,0.0957
CUST01885,0.9581
CUST01886,0.0884
CUST01887,0.9488
CUST01888,0.9546
CUST01889,0.9501
CUST01890,0.0709
CUST01891,0.9453
CUST01892,0.9255
CUST01893,0.0878
CUST01894,0.9709
CUST01895,0.9526
CUST01896,0.9541
CUST01897,0.9533
CUST01898,0.9332
CUST01899,0.9448
CUST01900,0.1242
CUST01901,0.9498
CUST01902,0.0865
CUST01903,0.9647
CUST01904,0.9657
CUST01905,0.9646
CUST01906,0.0906
CUST01907,0.9666
CUST01908,0.9435
CUST01909,0.9554
CUST01910,0.097
CUST01911,0.9539
CUST01912,0.9924
CUST01913,0.9954
CUST01914,0.9677
CUST01915,0.9794
CUST01916,0.9606
CUST01917,0.9533
CUST01918,0.9468
CUST01919,0.1016
CUST01920,0.9578
CUST01921,0.9682
CUST01922,0.9673
CUST01923,0.0934
CUST01924,0.9531
CUST01925,0.9948
CUST01926,0.9622
CUST01927,0.1372
CUST01928,0.9745
CUST01929,0.9643
CUST01930,0.0577
CUST01931,0.0892
CUST01932,0.9654
CUST01933,0.9546
CUST01934,0.9598
CUST01935,0.0853
CUST01936,0.1149
CUST01937,0.9545
CUST01938,0.0973
CUST01939,0.9538
CUST01940,0.9489
CUST01941,0.9472
CUST01942,0.0693
CUST01943,0.0789
CUST01944,0.0957
CUST01945,0.0915
CUST01946,0.9573
CUST01947,0.0963
CUST01948,0.9627
CUST01949,0.9531
CUST01950,0.1072
CUST01951,0.9628
CUST01952,0.9959
CUST01953,0.9663
CUST01954,0.9584
CUST01955,0.9549
CUST01956,0.957
CUST01957,0.9574
CUST01958,0.9483
CUST01959,0.9577
CUST01960,0.9635
CUST01961,0.9669
CUST01962,0.1127
CUST01963,0.9723
CUST01964,0.1026
CUST01965,0.9695
CUST01966,0.9627
CUST01967,0.9959
CUST01968,0.9547
CUST01969,0.0449
CUST01970,0.1355
CUST01971,0.9596
CUST01972,0.9986
CUST01973,0.065
CUST01974,0.9693
CUST01975,0.9949
CUST01976,0.9552
CUST01977,0.1226
CUST01978,0.9496
CUST01979,0.9584
CUST01980,0.1219
CUST01981,0.9537
CUST01982,0.0559
CUST01983,0.9649
CUST01984,0.1177
CUST01985,0.9516
CUST01986,0.0934
CUST01987,0.1161
CUST01988,0.957
CUST01989,0.9369
CUST01990,0.9431
CUST01991,0.0646
CUST01992,0.9628
CUST01993,0.9659
CUST01994,0.9599
CUST01995,0.9959
CUST01996,0.9569
CUST01997,0.0761
CUST01998,0.0719
CUST01999,0.9965
CUST02000,0.9571
CUST02001,0.9577
CUST02002,0.9972
CUST02003,0.9571
CUST02004,0.9608
CUST02005,0.9518
CUST02006,0.9379
CUST02007,0.9479
CUST02008,0.9661
CUST02009,0.9481
CUST02010,0.107
CUST02011,0.952
CUST02012,0.0889
CUST02013,0.9527
CUST02014,0.9616
CUST02015,0.9891
CUST02016,0.9571
CUST02017,0.9723
CUST02018,0.0935
CUST02019,0.0853
CUST02020,0.9284
CUST02021,0.9594
CUST02022,0.9481
CUST02023,0.9569
CUST02024,0.9525
CUST02025,0.9562
CUST02026,0.0722
CUST02027,0.1009
CUST02028,0.9498
CUST02029,0.0899
CUST02030,0.939
CUST02031,0.0938
CUST02032,0.0772
CUST02033,0.0821
CUST02034,0.9786
CUST02035,0.954
CUST02036,0.0925
CUST02037,0.0852
CUST02038,0.9496
CUST02039,0.9462
CUST02040,0.0792
CUST02041,0.9707
CUST02042,0.949
CUST02043,0.991
CUST02044,0.9977
CUST02045,0.9558
CUST02046,0.0954
CUST02047,0.9443
CUST02048,0.9574
CUST02049,0.9622
CUST02050,0.9531
CUST02051,0.9631
CUST02052,0.0652
CUST02053,0.9616
CUST02054,0.0829
CUST02055,0.9927
CUST02056,0.9578
CUST02057,0.9715
CUST02058,0.9572
CUST02059,0.136
CUST02060,0.0863
CUST02061,0.9984
CUST02062,0.9719
CUST02063,0.0866
CUST02064,0.9619
CUST02065,0.9644
CUST02066,0.9512
CUST02067,0.0985
CUST02068,0.952
CUST02069,0.106
CUST02070,0.957
CUST02071,0.087
CUST02072,0.0914
CUST02073,0.9512
CUST02074,0.0965
CUST02075,0.952
CUST02076,0.9598
CUST02077,0.1154
CUST02078,0.9526
CUST02079,0.9968
CUST02080,0.9464
CUST02081,0.0902
CUST02082,0.9558
CUST02083,0.1211
CUST02084,0.0983
CUST02085,0.9505
CUST02086,0.9604
CUST02087,0.0984
CUST02088,0.9429
CUST02089,0.0759
CUST02090,0.972
CUST02091,0.9734
CUST02092,0.9967
CUST02093,0.9958
CUST02094,0.9579
CUST02095,0.961
CUST02096,0.9486
CUST02097,0.9962
CUST02098,0.0901
CUST02099,0.961
CUST02100,0.948
CUST02101,0.9628
CUST02102,0.956
CUST02103,0.9578
CUST02104,0.9977
CUST02105,0.9558
CUST02106,0.9488
CUST02107,0.9628
CUST02108,0.079
CUST02109,0.0655
CUST02110,0.9492
CUST02111,0.9953
CUST02112,0.9508
CUST02113,0.9506
CUST02114,0.0936
CUST02115,0.0967
CUST02116,0.9559
CUST02117,0.9508
CUST02118,0.9956
CUST02119,0.9556
CUST02120,0.1158
CUST02121,0.0957
CUST02122,0.0847
CUST02123,0.9511
CUST02124,0.9655
CUST02125,0.9936
CUST02126,0.9622
CUST02127,0.9572
CUST02128,0.1093
CUST02129,0.0865
CUST02130,0.9462
CUST02131,0.0705
CUST02132,0.0759
CUST02133,0.9576
CUST02134,0.0964
CUST02135,0.9528
CUST02136,0.9551
CUST02137,0.9531
CUST02138,0.9595
CUST02139,0.9712
CUST02140,0.0905
CUST02141,0.106
CUST02142,0.0903
CUST02143,0.1136
CUST02144,0.1095
CUST02145,0.9505
CUST02146,0.959
CUST02147,0.995
CUST02148,0.9673
CUST02149,0.0898
CUST02150,0.1376
CUST02151,0.9566
CUST02152,0.9542
CUST02153,0.9282
CUST02154,0.9616
CUST02155,0.9955
CUST02156,0.9667
CUST02157,0.9454
CUST02158,0.9647
CUST02159,0.9529
CUST02160,0.9601
CUST02161,0.9563
CUST02162,0.9702
CUST02163,0.9566
CUST02164,0.1111
CUST02165,0.1147
CUST02166,0.1285
CUST02167,0.9989
CUST02168,0.1365
CUST02169,0.1186
CUST02170,0.9554
CUST02171,0.9546
CUST02172,0.9467
CUST02173,0.9559
CUST02174,0.0915
CUST02175,0.9575
CUST02176,0.1089
CUST02177,0.9879
CUST02178,0.9955
CUST02179,0.9702
CUST02180,0.9511
CUST02181,0.9998
CUST02182,0.9535
CUST02183,0.9672
CUST02184,0.9707
CUST02185,0.9421
CUST02186,0.9562
CUST02187,0.9516
CUST02188,0.0661
CUST02189,0.9483
CUST02190,0.9568
CUST02191,0.9485
CUST02192,0.9539
CUST02193,0.9528
CUST02194,0.9606
CUST02195,0.0829
CUST02196,0.1312
CUST02197,0.1416
CUST02198,0.9552
CUST02199,0.9553
CUST02200,0.9667
CUST02201,0.9483
CUST02202,0.9502
CUST02203,0.9589
CUST02204,0.0903
CUST02205,0.9599
CUST02206,0.0834
CUST02207,0.9567
CUST02208,0.9586
CUST02209,0.9578
CUST02210,0.1041
CUST02211,0.9619
CUST02212,0.9987
CUST02213,0.9564
CUST02214,0.9525
CUST02215,0.954
CUST02216,0.1084
CUST02217,0.967
CUST02218,0.9735
CUST02219,0.953
CUST02220,0.1029
CUST02221,0.0925
CUST02222,0.9518
CUST02223,0.9548
CUST02224,0.0837
CUST02225,0.9467
CUST02226,0.95
CUST02227,0.0756
CUST02228,0.9595
CUST02229,0.0953
CUST02230,0.9541
CUST02231,0.9577
CUST02232,0.0685
CUST02233,0.9331
CUST02234,0.9521
CUST02235,0.9375
CUST02236,0.0693
CUST02237,0.9602
CUST02238,0.0672
CUST02239,0.0914
CUST02240,0.953
CUST02241,0.9496
CUST02242,0.9446
CUST02243,0.953
CUST02244,0.9708
CUST02245,0.9629
CUST02246,0.1066
CUST02247,0.9666
CUST02248,0.9471
CUST02249,0.1106
CUST02250,0.9961
CUST02251,0.0925
CUST02252,0.9562
CUST02253,0.9468
CUST02254,0.9671
CUST02255,0.9596
CUST02256,0.9569
CUST02257,0.9476
CUST02258,0.9478
CUST02259,0.9614
CUST02260,0.0929
CUST02261,0.1325
CUST02262,0.9585
CUST02263,0.1083
CUST02264,0.9575
CUST02265,0.9538
CUST02266,0.9981
CUST02267,0.096
CUST02268,0.9606
CUST02269,0.9597
CUST02270,0.0784
CUST02271,0.9549
CUST02272,0.9545
CUST02273,0.0834
CUST02274,0.9572
CUST02275,0.1175
CUST02276,0.9521
CUST02277,0.96
CUST02278,0.1399
CUST02279,0.9492
CUST02280,0.9616
CUST02281,0.0922
CUST02282,0.9498
CUST02283,0.1407
CUST02284,0.9596
CUST02285,0.9542
CUST02286,0.961
CUST02287,0.9576
CUST02288,0.0911
CUST02289,0.9598
CUST02290,0.9947
CUST02291,0.9723
CUST02292,0.1063
CUST02293,0.9418
CUST02294,0.1219
CUST02295,0.9581
CUST02296,0.9557
CUST02297,0.9538
CUST02298,0.9551
CUST02299,0.9665
CUST02300,0.9523
CUST02301,0.957
CUST02302,0.0825
CUST02303,0.9608
CUST02304,0.9636
CUST02305,0.9967
CUST02306,0.955
CUST02307,0.9494
CUST02308,0.9517
CUST02309,0.9417
CUST02310,0.9535
CUST02311,0.9479
CUST02312,0.9296
CUST02313,0.9974
CUST02314,0.0968
CUST02315,0.1257
CUST02316,0.9602
CUST02317,0.9483
CUST02318,0.0689
CUST02319,0.9985
CUST02320,0.9552
CUST02321,0.0904
CUST02322,0.9675
CUST02323,0.9536
CUST02324,0.9659
CUST02325,0.9514
CUST02326,0.9599
CUST02327,0.9556
CUST02328,0.9523
CUST02329,0.9556
CUST02330,0.9593
CUST02331,0.9468
CUST02332,0.9497
CUST02333,0.9752
CUST02334,0.9652
CUST02335,0.9583
CUST02336,0.955
CUST02337,0.9544
CUST02338,0.0831
CUST02339,0.1064
CUST02340,0.94
CUST02341,0.9609
CUST02342,0.9951
CUST02343,0.9668
CUST02344,0.9572
CUST02345,0.0766
CUST02346,0.0599
CUST02347,0.9955
CUST02348,0.0932
CUST02349,0.9657
CUST02350,0.1089
CUST02351,0.9947
CUST02352,0.0984
CUST02353,0.1079
CUST02354,0.9585
CUST02355,0.9634
CUST02356,0.1001
CUST02357,0.9524
CUST02358,0.9678
CUST02359,0.9501
CUST02360,0.9488
CUST02361,0.9998
CUST02362,0.9701
CUST02363,0.9594
CUST02364,0.9368
CUST02365,0.9531
CUST02366,0.9964
CUST02367,0.9609
CUST02368,0.958
CUST02369,0.0893
CUST02370,0.9587
CUST02371,0.1129
CUST02372,0.9667
CUST02373,0.097
CUST02374,0.0954
CUST02375,0.9636
CUST02376,0.9652
CUST02377,0.9971
CUST02378,0.9587
CUST02379,0.9547
CUST02380,0.1192
CUST02381,0.9533
CUST02382,0.0836
CUST02383,0.9607
CUST02384,0.9606
CUST02385,0.1311
CUST02386,0.9571
CUST02387,0.9601
CUST02388,0.9654
CUST02389,0.0842
CUST02390,0.0818
CUST02391,0.1038
CUST02392,0.9465
CUST02393,0.9488
CUST02394,0.059
CUST02395,0.081
CUST02396,0.9995
CUST02397,0.9601
CUST02398,0.0804
CUST02399,0.9617
CUST02400,0.9566
CUST02401,0.112
CUST02402,0.9562
CUST02403,0.0709
CUST02404,0.9567
CUST02405,0.9681
CUST02406,0.9632
CUST02407,0.1108
CUST02408,0.9435
CUST02409,0.9501
CUST02410,0.1069
CUST02411,0.9636
CUST02412,0.1155
CUST02413,0.9613
CUST02414,0.963
CUST02415,0.0744
CUST02416,0.0797
CUST02417,0.9581
CUST02418,0.961
CUST02419,0.9635
CUST02420,0.9982
CUST02421,0.9586
CUST02422,0.9672
CUST02423,0.9457
CUST02424,0.1104
CUST02425,0.9642
CUST02426,0.9566
CUST02427,0.964
CUST02428,0.9998
CUST02429,0.9527
CUST02430,0.9519
CUST02431,0.9577
CUST02432,0.9952
CUST02433,0.966
CUST02434,0.9585
CUST02435,0.0757
CUST02436,0.9563
CUST02437,0.9529
CUST02438,0.9637
CUST02439,0.9561
CUST02440,0.9583
CUST02441,0.9578
CUST02442,0.1054
CUST02443,0.9662
CUST02444,0.9599
CUST02445,0.9577
CUST02446,0.9968
CUST02447,0.9468
CUST02448,0.1109
CUST02449,0.0946
CUST02450,0.1125
CUST02451,0.9688
CUST02452,0.9409
CUST02453,0.9523
CUST02454,0.9574
CUST02455,0.9425
CUST02456,0.9585
CUST02457,0.957
CUST02458,0.1469
CUST02459,0.9531
CUST02460,0.9586
CUST02461,0.9439
CUST02462,0.0553
CUST02463,0.9627
CUST02464,0.9747
CUST02465,0.9777
CUST02466,0.9616
CUST02467,0.9462
CUST02468,0.0717
CUST02469,0.9372
CUST02470,0.9729
CUST02471,0.1105
CUST02472,0.0887
CUST02473,0.0963
CUST02474,0.96
CUST02475,0.9446
CUST02476,0.9961
CUST02477,0.0993
CUST02478,0.9551
CUST02479,0.9615
CUST02480,0.9596
CUST02481,0.9548
CUST02482,0.9511
CUST02483,0.9599
CUST02484,0.9689
CUST02485,0.0943
CUST02486,0.9523
CUST02487,0.9733
CUST02488,0.9568
CUST02489,0.9962
CUST02490,0.1318
CUST02491,0.9619
CUST02492,0.9694
CUST02493,0.1239
CUST02494,0.9609
CUST02495,0.9607
CUST02496,0.9453
CUST02497,0.9585
CUST02498,0.9987
CUST02499,0.9418
CUST02500,0.9584
CUST02501,0.9958
CUST02502,0.0444
CUST02503,0.0868
CUST02504,0.9535
CUST02505,0.1004
CUST02506,0.9537
CUST02507,0.9511
CUST02508,0.1277
CUST02509,0.1188
CUST02510,0.0759
CUST02511,0.9471
CUST02512,0.9136
CUST02513,0.9968
CUST02514,0.9473
CUST02515,0.9563
CUST02516,0.9536
CUST02517,0.9546
CUST02518,0.9968
CUST02519,0.9444
CUST02520,0.9502
CUST02521,0.0869
CUST02522,0.9548
CUST02523,0.9503
CUST02524,0.0752
CUST02525,0.0985
CUST02526,0.9639
CUST02527,0.1447
CUST02528,0.9545
CUST02529,0.081
CUST02530,0.9509
CUST02531,0.0938
CUST02532,0.0766
CUST02533,0.071
CUST02534,0.9602
CUST02535,0.0979
CUST02536,0.9579
CUST02537,0.9957
CUST02538,0.9497
CUST02539,0.9593
CUST02540,0.9708
CUST02541,0.0823
CUST02542,0.9975
CUST02543,0.953
CUST02544,0.9959
CUST02545,0.1062
CUST02546,0.9601
CUST02547,0.9947
CUST02548,0.9496
CUST02549,0.9579
CUST02550,0.0699
CUST02551,0.0848
CUST02552,0.9578
CUST02553,0.9552
CUST02554,0.9531
CUST02555,0.9569
CUST02556,0.1241
CUST02557,0.0995
CUST02558,0.9555
CUST02559,0.1094
CUST02560,0.9534
CUST02561,0.9681
CUST02562,0.9523
